state,district,crop,gross_cropped_area_ha,irrigated_pct
Gujarat,Ahmedabad,Tomato,15091.49,69.2
Haryana,Hisar,Apple,32779.07,74.1
Rajasthan,Udaipur,Grapes,15754.54,90.8
Goa,Verna,Onion,28021.34,43.4
Tamil Nadu,Tirupur,Soybean,10613.61,75.4
Maharashtra,Nashik,Rice,35338.24,42.3
Punjab,Amritsar,Maize,24484.85,73.9
Uttar Pradesh,Kanpur,Wheat,25001.65,40.3
Madhya Pradesh,Gwalior,Cotton,35628.19,86.4
Karnataka,Shimoga,Potato,34505.27,78.2
Gujarat,Ahmedabad,Tomato,19455.7,88.6
Haryana,Hisar,Apple,29238.47,70.7
Rajasthan,Udaipur,Grapes,23471.81,86.0
Goa,Verna,Onion,32242.97,68.4
Tamil Nadu,Tirupur,Soybean,1868.8,57.3
Maharashtra,Nashik,Rice,36829.47,80.5
Punjab,Amritsar,Maize,13457.69,84.4
Uttar Pradesh,Kanpur,Wheat,36981.48,56.9
Madhya Pradesh,Gwalior,Cotton,25889.64,48.7
Karnataka,Shimoga,Potato,40661.44,67.2
Gujarat,Ahmedabad,Tomato,33267.49,74.4
Haryana,Hisar,Apple,20742.26,73.4
Rajasthan,Udaipur,Grapes,16053.82,48.9
Goa,Verna,Onion,38775.86,48.1
Tamil Nadu,Tirupur,Soybean,44369.35,72.1
Maharashtra,Nashik,Rice,47961.48,85.0
Punjab,Amritsar,Maize,39528.98,72.9
Uttar Pradesh,Kanpur,Wheat,20054.24,41.3
Madhya Pradesh,Gwalior,Cotton,20086.3,76.6
Karnataka,Shimoga,Potato,44111.4,41.7
Gujarat,Ahmedabad,Tomato,34335.54,82.9
Haryana,Hisar,Apple,5562.98,90.8
Rajasthan,Udaipur,Grapes,8882.31,77.6
Goa,Verna,Onion,6624.5,43.3
Tamil Nadu,Tirupur,Soybean,36066.53,92.6
Maharashtra,Nashik,Rice,20715.67,93.6
Punjab,Amritsar,Maize,13569.7,35.4
Uttar Pradesh,Kanpur,Wheat,17697.52,88.1
Madhya Pradesh,Gwalior,Cotton,14792.94,85.8
Karnataka,Shimoga,Potato,15712.38,81.9
Gujarat,Ahmedabad,Tomato,24738.56,65.4
Haryana,Hisar,Apple,16691.48,46.0
Rajasthan,Udaipur,Grapes,25621.34,49.6
Goa,Verna,Onion,26278.97,59.9
Tamil Nadu,Tirupur,Soybean,43844.08,60.7
Maharashtra,Nashik,Rice,44438.73,69.1
Punjab,Amritsar,Maize,15219.67,81.6
Uttar Pradesh,Kanpur,Wheat,42286.19,68.4
Madhya Pradesh,Gwalior,Cotton,14894.95,90.4
Karnataka,Shimoga,Potato,22864.61,60.9
Gujarat,Ahmedabad,Tomato,10700.16,64.7
Haryana,Hisar,Apple,14457.91,33.7
Rajasthan,Udaipur,Grapes,2209.85,58.9
Goa,Verna,Onion,45807.8,73.3
Tamil Nadu,Tirupur,Soybean,32117.86,60.3
Maharashtra,Nashik,Rice,45123.17,59.0
Punjab,Amritsar,Maize,31059.55,32.4
Uttar Pradesh,Kanpur,Wheat,19314.74,47.5
Madhya Pradesh,Gwalior,Cotton,13553.05,50.8
Karnataka,Shimoga,Potato,19667.8,77.3
Gujarat,Ahmedabad,Tomato,16094.09,42.4
Haryana,Hisar,Apple,29349.37,69.6
Rajasthan,Udaipur,Grapes,40351.31,36.2
Goa,Verna,Onion,48567.88,83.4
Tamil Nadu,Tirupur,Soybean,7654.88,75.0
Maharashtra,Nashik,Rice,39911.17,38.7
Punjab,Amritsar,Maize,17497.42,67.0
Uttar Pradesh,Kanpur,Wheat,16641.5,67.4
Madhya Pradesh,Gwalior,Cotton,23082.79,46.3
Karnataka,Shimoga,Potato,29978.8,49.6
Gujarat,Ahmedabad,Tomato,36338.59,78.8
Haryana,Hisar,Apple,4407.42,45.0
Rajasthan,Udaipur,Grapes,16441.46,74.3
Goa,Verna,Onion,1895.33,74.5
Tamil Nadu,Tirupur,Soybean,9692.71,85.9
Maharashtra,Nashik,Rice,25485.09,75.5
Punjab,Amritsar,Maize,46696.72,93.4
Uttar Pradesh,Kanpur,Wheat,7439.81,57.2
Madhya Pradesh,Gwalior,Cotton,12818.85,81.9
Karnataka,Shimoga,Potato,39856.22,70.7
Gujarat,Ahmedabad,Tomato,11597.37,77.0
Haryana,Hisar,Apple,32429.76,61.0
Rajasthan,Udaipur,Grapes,41161.71,40.9
Goa,Verna,Onion,36595.72,54.2
Tamil Nadu,Tirupur,Soybean,46539.11,69.7
Maharashtra,Nashik,Rice,49644.03,42.7
Punjab,Amritsar,Maize,27910.08,33.4
Uttar Pradesh,Kanpur,Wheat,21438.89,94.9
Madhya Pradesh,Gwalior,Cotton,34356.6,33.6
Karnataka,Shimoga,Potato,14567.48,31.2
Gujarat,Ahmedabad,Tomato,46368.83,52.2
Haryana,Hisar,Apple,17220.65,61.5
Rajasthan,Udaipur,Grapes,34817.88,86.7
Goa,Verna,Onion,2733.34,81.6
Tamil Nadu,Tirupur,Soybean,19211.51,89.4
Maharashtra,Nashik,Rice,28072.52,57.1
Punjab,Amritsar,Maize,11723.89,64.7
Uttar Pradesh,Kanpur,Wheat,39989.89,89.8
Madhya Pradesh,Gwalior,Cotton,9754.65,61.6
Karnataka,Shimoga,Potato,9701.55,39.6
Gujarat,Ahmedabad,Tomato,23491.25,61.1
Haryana,Hisar,Apple,41420.53,33.9
Rajasthan,Udaipur,Grapes,28192.75,63.9
Goa,Verna,Onion,21446.52,36.5
Tamil Nadu,Tirupur,Soybean,1993.02,33.8
Maharashtra,Nashik,Rice,20092.78,64.1
Punjab,Amritsar,Maize,14395.13,46.6
Uttar Pradesh,Kanpur,Wheat,32097.45,46.5
Madhya Pradesh,Gwalior,Cotton,36744.07,82.7
Karnataka,Shimoga,Potato,4301.7,33.8
Gujarat,Ahmedabad,Tomato,13311.0,30.6
Haryana,Hisar,Apple,31051.43,79.9
Rajasthan,Udaipur,Grapes,46917.41,32.3
Goa,Verna,Onion,9806.72,48.4
Tamil Nadu,Tirupur,Soybean,6939.28,34.6
Maharashtra,Nashik,Rice,28326.26,32.2
Punjab,Amritsar,Maize,12513.59,81.9
Uttar Pradesh,Kanpur,Wheat,12313.59,58.8
Madhya Pradesh,Gwalior,Cotton,39221.53,37.9
Karnataka,Shimoga,Potato,44273.05,75.3
Gujarat,Ahmedabad,Tomato,29919.1,62.2
Haryana,Hisar,Apple,3104.14,72.6
Rajasthan,Udaipur,Grapes,43821.12,60.4
Goa,Verna,Onion,2158.93,32.1
Tamil Nadu,Tirupur,Soybean,1980.66,59.6
Maharashtra,Nashik,Rice,6554.45,92.0
Punjab,Amritsar,Maize,31348.78,30.3
Uttar Pradesh,Kanpur,Wheat,33718.21,94.0
Madhya Pradesh,Gwalior,Cotton,27132.54,38.0
Karnataka,Shimoga,Potato,47055.45,75.2
Gujarat,Ahmedabad,Tomato,24790.72,30.7
Haryana,Hisar,Apple,17652.02,58.6
Rajasthan,Udaipur,Grapes,35663.62,37.1
Goa,Verna,Onion,19827.24,39.2
Tamil Nadu,Tirupur,Soybean,34698.31,53.2
Maharashtra,Nashik,Rice,45214.73,91.7
Punjab,Amritsar,Maize,42847.89,93.6
Uttar Pradesh,Kanpur,Wheat,2457.67,41.5
Madhya Pradesh,Gwalior,Cotton,18683.25,94.8
Karnataka,Shimoga,Potato,42594.69,68.9
Gujarat,Ahmedabad,Tomato,38793.59,75.3
Haryana,Hisar,Apple,47382.69,43.2
Rajasthan,Udaipur,Grapes,40088.34,50.2
Goa,Verna,Onion,33800.0,85.8
Tamil Nadu,Tirupur,Soybean,37204.63,45.6
Maharashtra,Nashik,Rice,26538.04,94.1
Punjab,Amritsar,Maize,26852.74,86.2
Uttar Pradesh,Kanpur,Wheat,18336.97,55.8
Madhya Pradesh,Gwalior,Cotton,16352.23,62.2
Karnataka,Shimoga,Potato,25436.07,90.5
Gujarat,Ahmedabad,Tomato,12384.04,33.9
Haryana,Hisar,Apple,45950.94,30.3
Rajasthan,Udaipur,Grapes,33606.21,90.7
Goa,Verna,Onion,15180.62,81.7
Tamil Nadu,Tirupur,Soybean,16031.56,32.1
Maharashtra,Nashik,Rice,44721.61,80.9
Punjab,Amritsar,Maize,5946.57,33.9
Uttar Pradesh,Kanpur,Wheat,9243.88,88.5
Madhya Pradesh,Gwalior,Cotton,24679.5,34.0
Karnataka,Shimoga,Potato,21077.27,30.6
Gujarat,Ahmedabad,Tomato,15773.53,94.2
Haryana,Hisar,Apple,44118.57,87.6
Rajasthan,Udaipur,Grapes,42513.84,61.7
Goa,Verna,Onion,29271.81,37.2
Tamil Nadu,Tirupur,Soybean,4420.54,34.0
Maharashtra,Nashik,Rice,16282.05,76.1
Punjab,Amritsar,Maize,23720.26,86.9
Uttar Pradesh,Kanpur,Wheat,9891.8,58.6
Madhya Pradesh,Gwalior,Cotton,2191.1,63.7
Karnataka,Shimoga,Potato,16725.82,50.2
Gujarat,Ahmedabad,Tomato,12709.79,44.2
Haryana,Hisar,Apple,33568.68,74.6
Rajasthan,Udaipur,Grapes,46098.38,43.2
Goa,Verna,Onion,1755.01,55.1
Tamil Nadu,Tirupur,Soybean,1992.83,59.0
Maharashtra,Nashik,Rice,20460.06,70.7
Punjab,Amritsar,Maize,13601.44,93.8
Uttar Pradesh,Kanpur,Wheat,23205.89,37.3
Madhya Pradesh,Gwalior,Cotton,13551.45,43.7
Karnataka,Shimoga,Potato,23361.51,83.2
Gujarat,Ahmedabad,Tomato,49158.35,73.4
Haryana,Hisar,Apple,25805.64,65.6
Rajasthan,Udaipur,Grapes,37370.74,91.1
Goa,Verna,Onion,29453.55,38.0
Tamil Nadu,Tirupur,Soybean,45647.45,90.5
Maharashtra,Nashik,Rice,27849.49,78.4
Punjab,Amritsar,Maize,25721.04,67.0
Uttar Pradesh,Kanpur,Wheat,25657.95,70.1
Madhya Pradesh,Gwalior,Cotton,39311.07,55.4
Karnataka,Shimoga,Potato,30499.38,73.2
Gujarat,Ahmedabad,Tomato,7890.59,76.3
Haryana,Hisar,Apple,6790.97,49.0
Rajasthan,Udaipur,Grapes,18036.34,94.7
Goa,Verna,Onion,49216.63,39.3
Tamil Nadu,Tirupur,Soybean,30044.86,55.2
Maharashtra,Nashik,Rice,17781.89,48.1
Punjab,Amritsar,Maize,1064.79,41.8
Uttar Pradesh,Kanpur,Wheat,33298.9,63.0
Madhya Pradesh,Gwalior,Cotton,14944.77,74.4
Karnataka,Shimoga,Potato,25742.36,58.3
Gujarat,Ahmedabad,Tomato,6099.91,35.1
Haryana,Hisar,Apple,44434.08,94.6
Rajasthan,Udaipur,Grapes,36368.95,47.8
Goa,Verna,Onion,46106.67,36.1
Tamil Nadu,Tirupur,Soybean,14047.69,86.9
Maharashtra,Nashik,Rice,30189.68,87.4
Punjab,Amritsar,Maize,24130.28,60.0
Uttar Pradesh,Kanpur,Wheat,4880.37,62.0
Madhya Pradesh,Gwalior,Cotton,25094.49,86.9
Karnataka,Shimoga,Potato,48218.53,58.0
Gujarat,Ahmedabad,Tomato,30360.71,56.2
Haryana,Hisar,Apple,49156.48,37.7
Rajasthan,Udaipur,Grapes,49861.38,82.1
Goa,Verna,Onion,1182.91,62.7
Tamil Nadu,Tirupur,Soybean,20402.23,89.2
Maharashtra,Nashik,Rice,26493.59,45.0
Punjab,Amritsar,Maize,14205.47,30.1
Uttar Pradesh,Kanpur,Wheat,45734.47,63.6
Madhya Pradesh,Gwalior,Cotton,29675.33,63.0
Karnataka,Shimoga,Potato,14958.15,90.4
Gujarat,Ahmedabad,Tomato,25369.78,44.1
Haryana,Hisar,Apple,22577.35,77.1
Rajasthan,Udaipur,Grapes,22429.23,59.3
Goa,Verna,Onion,27447.34,34.5
Tamil Nadu,Tirupur,Soybean,16825.71,53.2
Maharashtra,Nashik,Rice,42543.91,52.8
Punjab,Amritsar,Maize,46084.84,54.9
Uttar Pradesh,Kanpur,Wheat,14042.36,51.2
Madhya Pradesh,Gwalior,Cotton,4298.45,44.3
Karnataka,Shimoga,Potato,10049.48,48.2
Gujarat,Ahmedabad,Tomato,32457.67,60.9
Haryana,Hisar,Apple,34696.07,54.1
Rajasthan,Udaipur,Grapes,43121.27,37.7
Goa,Verna,Onion,44349.22,84.0
Tamil Nadu,Tirupur,Soybean,13510.39,63.3
Maharashtra,Nashik,Rice,37542.58,83.7
Punjab,Amritsar,Maize,34901.2,79.5
Uttar Pradesh,Kanpur,Wheat,31939.53,69.1
Madhya Pradesh,Gwalior,Cotton,29754.73,65.0
Karnataka,Shimoga,Potato,36105.75,42.1
Gujarat,Ahmedabad,Tomato,42834.74,51.0
Haryana,Hisar,Apple,10714.07,37.8
Rajasthan,Udaipur,Grapes,36800.79,53.9
Goa,Verna,Onion,28906.49,52.8
Tamil Nadu,Tirupur,Soybean,37602.9,81.4
Maharashtra,Nashik,Rice,20789.03,88.8
Punjab,Amritsar,Maize,20552.6,72.1
Uttar Pradesh,Kanpur,Wheat,39654.2,50.8
Madhya Pradesh,Gwalior,Cotton,35747.9,91.8
Karnataka,Shimoga,Potato,32263.7,60.9
Gujarat,Ahmedabad,Tomato,10452.09,68.2
Haryana,Hisar,Apple,37687.22,57.5
Rajasthan,Udaipur,Grapes,20511.27,68.3
Goa,Verna,Onion,7011.69,64.6
Tamil Nadu,Tirupur,Soybean,39493.26,56.4
Maharashtra,Nashik,Rice,3532.88,43.0
Punjab,Amritsar,Maize,13589.89,70.1
Uttar Pradesh,Kanpur,Wheat,18936.85,57.2
Madhya Pradesh,Gwalior,Cotton,42936.37,78.5
Karnataka,Shimoga,Potato,22541.83,60.6
Gujarat,Ahmedabad,Tomato,7641.48,81.7
Haryana,Hisar,Apple,34088.38,54.4
Rajasthan,Udaipur,Grapes,39885.07,77.6
Goa,Verna,Onion,28173.55,61.7
Tamil Nadu,Tirupur,Soybean,9237.19,34.1
Maharashtra,Nashik,Rice,31461.66,71.8
Punjab,Amritsar,Maize,20782.02,53.5
Uttar Pradesh,Kanpur,Wheat,15948.9,89.0
Madhya Pradesh,Gwalior,Cotton,10796.79,83.9
Karnataka,Shimoga,Potato,1167.23,59.5
Gujarat,Ahmedabad,Tomato,22111.33,79.2
Haryana,Hisar,Apple,33058.91,86.6
Rajasthan,Udaipur,Grapes,15982.81,92.5
Goa,Verna,Onion,6485.94,34.9
Tamil Nadu,Tirupur,Soybean,32749.29,57.2
Maharashtra,Nashik,Rice,2196.37,39.4
Punjab,Amritsar,Maize,43806.75,54.9
Uttar Pradesh,Kanpur,Wheat,22104.41,39.9
Madhya Pradesh,Gwalior,Cotton,23796.93,68.1
Karnataka,Shimoga,Potato,24135.19,82.7
Gujarat,Ahmedabad,Tomato,23051.12,37.1
Haryana,Hisar,Apple,30836.32,78.6
Rajasthan,Udaipur,Grapes,36754.26,45.6
Goa,Verna,Onion,43496.26,43.7
Tamil Nadu,Tirupur,Soybean,33213.27,92.2
Maharashtra,Nashik,Rice,3015.2,69.7
Punjab,Amritsar,Maize,42398.17,64.5
Uttar Pradesh,Kanpur,Wheat,42923.84,46.2
Madhya Pradesh,Gwalior,Cotton,25396.59,38.4
Karnataka,Shimoga,Potato,49988.1,68.8
Gujarat,Ahmedabad,Tomato,28042.82,84.8
Haryana,Hisar,Apple,8131.02,46.7
Rajasthan,Udaipur,Grapes,39579.42,33.5
Goa,Verna,Onion,14172.36,86.2
Tamil Nadu,Tirupur,Soybean,42091.27,53.8
Maharashtra,Nashik,Rice,38459.69,61.0
Punjab,Amritsar,Maize,31217.88,47.5
Uttar Pradesh,Kanpur,Wheat,20235.92,88.9
Madhya Pradesh,Gwalior,Cotton,19532.12,37.8
Karnataka,Shimoga,Potato,40033.32,41.4
Gujarat,Ahmedabad,Tomato,45026.11,37.3
Haryana,Hisar,Apple,12627.26,73.8
Rajasthan,Udaipur,Grapes,48725.38,53.0
Goa,Verna,Onion,7086.24,80.9
Tamil Nadu,Tirupur,Soybean,30441.8,70.1
Maharashtra,Nashik,Rice,1274.32,47.5
Punjab,Amritsar,Maize,49357.84,47.5
Uttar Pradesh,Kanpur,Wheat,19975.3,60.9
Madhya Pradesh,Gwalior,Cotton,10448.19,42.9
Karnataka,Shimoga,Potato,26888.76,79.9
Gujarat,Ahmedabad,Tomato,22824.98,48.2
Haryana,Hisar,Apple,38021.65,75.1
Rajasthan,Udaipur,Grapes,26796.22,36.2
Goa,Verna,Onion,14713.53,87.6
Tamil Nadu,Tirupur,Soybean,13933.36,82.8
Maharashtra,Nashik,Rice,9655.88,77.9
Punjab,Amritsar,Maize,39986.62,94.4
Uttar Pradesh,Kanpur,Wheat,36307.25,54.1
Madhya Pradesh,Gwalior,Cotton,47142.31,52.3
Karnataka,Shimoga,Potato,20009.11,61.6
Gujarat,Ahmedabad,Tomato,37592.35,35.8
Haryana,Hisar,Apple,5722.89,67.2
Rajasthan,Udaipur,Grapes,24255.04,67.7
Goa,Verna,Onion,1839.09,61.9
Tamil Nadu,Tirupur,Soybean,23353.72,41.1
Maharashtra,Nashik,Rice,45895.64,30.4
Punjab,Amritsar,Maize,12442.91,49.6
Uttar Pradesh,Kanpur,Wheat,49044.67,48.4
Madhya Pradesh,Gwalior,Cotton,12293.82,75.1
Karnataka,Shimoga,Potato,43406.0,30.7
Gujarat,Ahmedabad,Tomato,13524.0,43.1
Haryana,Hisar,Apple,46604.33,64.0
Rajasthan,Udaipur,Grapes,14463.19,37.6
Goa,Verna,Onion,30301.69,84.9
Tamil Nadu,Tirupur,Soybean,38493.29,59.3
Maharashtra,Nashik,Rice,39736.19,46.7
Punjab,Amritsar,Maize,24908.64,70.0
Uttar Pradesh,Kanpur,Wheat,27659.93,47.9
Madhya Pradesh,Gwalior,Cotton,25912.71,81.1
Karnataka,Shimoga,Potato,28680.75,67.2
Gujarat,Ahmedabad,Tomato,17217.01,41.0
Haryana,Hisar,Apple,43482.26,83.6
Rajasthan,Udaipur,Grapes,31618.72,53.5
Goa,Verna,Onion,47895.44,36.0
Tamil Nadu,Tirupur,Soybean,9776.87,49.0
Maharashtra,Nashik,Rice,33022.48,65.8
Punjab,Amritsar,Maize,27014.46,80.1
Uttar Pradesh,Kanpur,Wheat,12357.69,43.9
Madhya Pradesh,Gwalior,Cotton,28542.75,81.7
Karnataka,Shimoga,Potato,5027.77,92.0
Gujarat,Ahmedabad,Tomato,45908.44,78.0
Haryana,Hisar,Apple,3580.45,81.9
Rajasthan,Udaipur,Grapes,23171.02,87.3
Goa,Verna,Onion,45246.21,47.3
Tamil Nadu,Tirupur,Soybean,9321.26,30.8
Maharashtra,Nashik,Rice,26606.97,76.6
Punjab,Amritsar,Maize,17851.75,46.8
Uttar Pradesh,Kanpur,Wheat,10581.57,44.7
Madhya Pradesh,Gwalior,Cotton,9777.67,79.5
Karnataka,Shimoga,Potato,35220.73,49.6
Gujarat,Ahmedabad,Tomato,7249.33,75.4
Haryana,Hisar,Apple,37902.45,75.2
Rajasthan,Udaipur,Grapes,22952.4,38.2
Goa,Verna,Onion,25505.99,44.7
Tamil Nadu,Tirupur,Soybean,38330.02,31.9
Maharashtra,Nashik,Rice,33645.86,48.1
Punjab,Amritsar,Maize,42663.22,42.5
Uttar Pradesh,Kanpur,Wheat,36128.75,60.5
Madhya Pradesh,Gwalior,Cotton,1755.77,73.8
Karnataka,Shimoga,Potato,7578.24,47.5
Gujarat,Ahmedabad,Tomato,3846.72,46.4
Haryana,Hisar,Apple,20247.14,41.4
Rajasthan,Udaipur,Grapes,34428.03,69.0
Goa,Verna,Onion,1034.36,78.9
Tamil Nadu,Tirupur,Soybean,43408.3,36.5
Maharashtra,Nashik,Rice,36437.2,49.6
Punjab,Amritsar,Maize,7821.02,56.3
Uttar Pradesh,Kanpur,Wheat,22688.51,56.2
Madhya Pradesh,Gwalior,Cotton,5345.69,86.9
Karnataka,Shimoga,Potato,20601.07,81.6
Gujarat,Ahmedabad,Tomato,45153.14,33.2
Haryana,Hisar,Apple,38191.01,57.1
Rajasthan,Udaipur,Grapes,9335.94,56.8
Goa,Verna,Onion,18034.89,40.2
Tamil Nadu,Tirupur,Soybean,21457.62,74.2
Maharashtra,Nashik,Rice,44430.57,92.8
Punjab,Amritsar,Maize,11282.89,88.1
Uttar Pradesh,Kanpur,Wheat,17569.34,60.4
Madhya Pradesh,Gwalior,Cotton,26718.89,56.7
Karnataka,Shimoga,Potato,12225.16,84.6
Gujarat,Ahmedabad,Tomato,45799.36,65.3
Haryana,Hisar,Apple,21579.59,37.7
Rajasthan,Udaipur,Grapes,11907.43,62.6
Goa,Verna,Onion,8356.03,76.5
Tamil Nadu,Tirupur,Soybean,40672.38,86.7
Maharashtra,Nashik,Rice,37778.0,37.6
Punjab,Amritsar,Maize,19042.17,63.5
Uttar Pradesh,Kanpur,Wheat,45429.78,83.0
Madhya Pradesh,Gwalior,Cotton,16530.52,56.9
Karnataka,Shimoga,Potato,43331.13,36.1
Gujarat,Ahmedabad,Tomato,22303.73,64.2
Haryana,Hisar,Apple,21244.8,37.6
Rajasthan,Udaipur,Grapes,35821.01,62.7
Goa,Verna,Onion,2846.74,55.5
Tamil Nadu,Tirupur,Soybean,12903.54,32.2
Maharashtra,Nashik,Rice,16464.56,66.5
Punjab,Amritsar,Maize,15798.81,50.1
Uttar Pradesh,Kanpur,Wheat,16760.36,37.6
Madhya Pradesh,Gwalior,Cotton,22187.69,78.4
Karnataka,Shimoga,Potato,32151.33,91.8
Gujarat,Ahmedabad,Tomato,8902.53,39.0
Haryana,Hisar,Apple,31412.39,85.6
Rajasthan,Udaipur,Grapes,34376.11,37.6
Goa,Verna,Onion,14617.82,92.3
Tamil Nadu,Tirupur,Soybean,8133.58,33.8
Maharashtra,Nashik,Rice,37317.57,86.8
Punjab,Amritsar,Maize,20321.94,40.4
Uttar Pradesh,Kanpur,Wheat,23323.28,83.6
Madhya Pradesh,Gwalior,Cotton,43197.81,84.3
Karnataka,Shimoga,Potato,44185.76,82.0
Gujarat,Ahmedabad,Tomato,14264.54,79.6
Haryana,Hisar,Apple,27210.5,38.0
Rajasthan,Udaipur,Grapes,28994.41,90.4
Goa,Verna,Onion,25142.85,67.2
Tamil Nadu,Tirupur,Soybean,34327.87,52.8
Maharashtra,Nashik,Rice,2465.52,78.5
Punjab,Amritsar,Maize,47672.05,64.2
Uttar Pradesh,Kanpur,Wheat,24640.19,84.1
Madhya Pradesh,Gwalior,Cotton,1886.47,77.7
Karnataka,Shimoga,Potato,46040.21,30.9
Gujarat,Ahmedabad,Tomato,40980.78,44.3
Haryana,Hisar,Apple,33964.6,34.3
Rajasthan,Udaipur,Grapes,3900.01,61.6
Goa,Verna,Onion,48632.89,84.7
Tamil Nadu,Tirupur,Soybean,34855.5,85.9
Maharashtra,Nashik,Rice,28489.1,32.4
Punjab,Amritsar,Maize,21545.29,34.6
Uttar Pradesh,Kanpur,Wheat,44230.04,94.8
Madhya Pradesh,Gwalior,Cotton,2401.79,31.8
Karnataka,Shimoga,Potato,17820.38,68.3
Gujarat,Ahmedabad,Tomato,27788.45,94.5
Haryana,Hisar,Apple,39950.85,52.4
Rajasthan,Udaipur,Grapes,31165.01,53.2
Goa,Verna,Onion,39168.86,36.2
Tamil Nadu,Tirupur,Soybean,37007.22,45.8
Maharashtra,Nashik,Rice,48598.44,36.3
Punjab,Amritsar,Maize,27191.61,56.1
Uttar Pradesh,Kanpur,Wheat,37040.57,56.9
Madhya Pradesh,Gwalior,Cotton,28513.88,85.2
Karnataka,Shimoga,Potato,48375.1,45.8
Gujarat,Ahmedabad,Tomato,27565.95,88.4
Haryana,Hisar,Apple,16941.57,36.6
Rajasthan,Udaipur,Grapes,25340.75,50.6
Goa,Verna,Onion,39836.27,33.4
Tamil Nadu,Tirupur,Soybean,11866.91,76.9
Maharashtra,Nashik,Rice,31629.53,69.5
Punjab,Amritsar,Maize,16038.08,35.0
Uttar Pradesh,Kanpur,Wheat,20277.24,34.0
Madhya Pradesh,Gwalior,Cotton,18702.05,91.6
Karnataka,Shimoga,Potato,13137.36,38.9
Gujarat,Ahmedabad,Tomato,10257.14,92.3
Haryana,Hisar,Apple,18549.74,31.1
Rajasthan,Udaipur,Grapes,14105.65,65.0
Goa,Verna,Onion,1733.73,78.2
Tamil Nadu,Tirupur,Soybean,17353.44,73.7
Maharashtra,Nashik,Rice,15302.4,67.3
Punjab,Amritsar,Maize,47522.34,77.9
Uttar Pradesh,Kanpur,Wheat,6955.6,81.8
Madhya Pradesh,Gwalior,Cotton,27141.28,74.3
Karnataka,Shimoga,Potato,28731.89,63.1
Gujarat,Ahmedabad,Tomato,12727.22,76.9
Haryana,Hisar,Apple,20944.1,34.7
Rajasthan,Udaipur,Grapes,30462.33,32.4
Goa,Verna,Onion,32666.1,61.6
Tamil Nadu,Tirupur,Soybean,26366.36,51.5
Maharashtra,Nashik,Rice,31667.1,81.7
Punjab,Amritsar,Maize,29801.94,88.5
Uttar Pradesh,Kanpur,Wheat,37346.1,47.9
Madhya Pradesh,Gwalior,Cotton,26549.2,89.4
Karnataka,Shimoga,Potato,31137.45,46.4
Gujarat,Ahmedabad,Tomato,2255.62,47.3
Haryana,Hisar,Apple,7322.3,82.9
Rajasthan,Udaipur,Grapes,31128.67,88.0
Goa,Verna,Onion,41568.25,32.9
Tamil Nadu,Tirupur,Soybean,28635.47,82.8
Maharashtra,Nashik,Rice,43406.41,55.1
Punjab,Amritsar,Maize,16431.62,46.4
Uttar Pradesh,Kanpur,Wheat,5070.84,73.1
Madhya Pradesh,Gwalior,Cotton,42818.91,35.5
Karnataka,Shimoga,Potato,12576.37,47.2
Gujarat,Ahmedabad,Tomato,3188.46,36.2
Haryana,Hisar,Apple,5330.03,47.8
Rajasthan,Udaipur,Grapes,19544.99,39.2
Goa,Verna,Onion,24492.0,85.8
Tamil Nadu,Tirupur,Soybean,26073.14,42.6
Maharashtra,Nashik,Rice,36163.42,62.1
Punjab,Amritsar,Maize,3483.87,61.7
Uttar Pradesh,Kanpur,Wheat,11414.58,69.6
Madhya Pradesh,Gwalior,Cotton,29364.72,88.4
Karnataka,Shimoga,Potato,37534.35,86.1
Gujarat,Ahmedabad,Tomato,3331.08,59.3
Haryana,Hisar,Apple,46866.64,64.2
Rajasthan,Udaipur,Grapes,8889.19,82.6
Goa,Verna,Onion,11677.65,64.6
Tamil Nadu,Tirupur,Soybean,26586.66,31.6
Maharashtra,Nashik,Rice,43504.12,84.6
Punjab,Amritsar,Maize,15375.65,62.4
Uttar Pradesh,Kanpur,Wheat,8730.24,42.4
Madhya Pradesh,Gwalior,Cotton,29035.95,77.5
Karnataka,Shimoga,Potato,16562.61,84.1
Gujarat,Ahmedabad,Tomato,36798.71,49.3
Haryana,Hisar,Apple,19159.62,36.2
Rajasthan,Udaipur,Grapes,1888.73,68.0
Goa,Verna,Onion,12844.5,51.5
Tamil Nadu,Tirupur,Soybean,37733.61,55.4
Maharashtra,Nashik,Rice,8649.65,59.2
Punjab,Amritsar,Maize,23941.47,77.3
Uttar Pradesh,Kanpur,Wheat,47338.3,56.3
Madhya Pradesh,Gwalior,Cotton,20489.81,67.5
Karnataka,Shimoga,Potato,3891.5,69.5
Gujarat,Ahmedabad,Tomato,48187.56,48.8
Haryana,Hisar,Apple,4471.72,43.5
Rajasthan,Udaipur,Grapes,4575.48,82.9
Goa,Verna,Onion,12589.49,32.0
Tamil Nadu,Tirupur,Soybean,46027.75,46.3
Maharashtra,Nashik,Rice,47464.42,70.6
Punjab,Amritsar,Maize,9724.94,75.8
Uttar Pradesh,Kanpur,Wheat,21802.67,42.5
Madhya Pradesh,Gwalior,Cotton,11794.68,68.6
Karnataka,Shimoga,Potato,31236.68,86.2
Gujarat,Ahmedabad,Tomato,39317.92,73.8
Haryana,Hisar,Apple,2751.14,81.3
Rajasthan,Udaipur,Grapes,9011.35,71.1
