commodity,state,district,mandi,min_price,max_price,modal_price,arrival_date
Potato,Karnataka,Hubli,Hubli APMC Mandi,1053,1340,1226,2026-08-04
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1225,1524,1390,2026-08-05
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1241,1670,1459,2026-08-06
Potato,Karnataka,Mysore,Mysore APMC Mandi,1221,1513,1303,2026-08-07
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1407,1787,1547,2026-08-08
Potato,Karnataka,Hubli,Hubli APMC Mandi,1260,1514,1417,2026-08-09
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1401,1782,1574,2026-08-10
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1238,1492,1310,2026-08-11
Potato,Karnataka,Mysore,Mysore APMC Mandi,1329,1639,1488,2026-08-12
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1344,1742,1472,2026-08-13
Potato,Karnataka,Hubli,Hubli APMC Mandi,1180,1395,1298,2026-08-14
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1407,1709,1483,2026-08-15
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1265,1634,1440,2026-08-16
Potato,Karnataka,Mysore,Mysore APMC Mandi,1417,1782,1652,2026-08-17
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1547,2006,1715,2026-08-18
Potato,Karnataka,Hubli,Hubli APMC Mandi,1253,1561,1354,2026-08-19
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1219,1435,1357,2026-08-20
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1310,1640,1540,2026-08-21
Potato,Karnataka,Mysore,Mysore APMC Mandi,1292,1566,1388,2026-08-22
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1351,1681,1536,2026-08-23
Potato,Karnataka,Hubli,Hubli APMC Mandi,1305,1601,1490,2026-08-24
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1222,1546,1424,2026-08-25
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1224,1490,1389,2026-08-26
Potato,Karnataka,Mysore,Mysore APMC Mandi,1457,1881,1672,2026-08-27
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1257,1685,1478,2026-08-28
Potato,Karnataka,Hubli,Hubli APMC Mandi,1107,1354,1289,2026-08-01
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1262,1633,1395,2026-08-02
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1336,1679,1424,2026-08-03
Potato,Karnataka,Mysore,Mysore APMC Mandi,1401,1683,1524,2026-08-04
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1208,1562,1357,2026-08-05
Potato,Karnataka,Hubli,Hubli APMC Mandi,1441,1720,1529,2026-08-06
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1203,1529,1367,2026-08-07
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1206,1585,1371,2026-08-08
Potato,Karnataka,Mysore,Mysore APMC Mandi,995,1303,1143,2026-08-09
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1391,1771,1517,2026-08-10
Potato,Karnataka,Hubli,Hubli APMC Mandi,1319,1522,1400,2026-08-11
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1258,1493,1360,2026-08-12
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1310,1694,1462,2026-08-13
Potato,Karnataka,Mysore,Mysore APMC Mandi,1252,1611,1384,2026-08-14
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1342,1627,1484,2026-08-15
Potato,Karnataka,Hubli,Hubli APMC Mandi,1159,1428,1358,2026-08-16
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1082,1434,1266,2026-08-17
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1262,1481,1331,2026-08-18
Potato,Karnataka,Mysore,Mysore APMC Mandi,1074,1356,1234,2026-08-19
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1334,1707,1430,2026-08-20
Potato,Karnataka,Hubli,Hubli APMC Mandi,1108,1365,1175,2026-08-21
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1128,1390,1225,2026-08-22
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1404,1825,1551,2026-08-23
Potato,Karnataka,Mysore,Mysore APMC Mandi,1289,1799,1511,2026-08-24
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1327,1665,1418,2026-08-25
Potato,Karnataka,Hubli,Hubli APMC Mandi,1402,1848,1572,2026-08-26
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1208,1479,1384,2026-08-27
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1171,1377,1247,2026-08-28
Potato,Karnataka,Mysore,Mysore APMC Mandi,1163,1418,1287,2026-08-01
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1447,1829,1566,2026-08-02
Potato,Karnataka,Hubli,Hubli APMC Mandi,1347,1772,1522,2026-08-03
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1259,1538,1376,2026-08-04
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1325,1646,1419,2026-08-05
Potato,Karnataka,Mysore,Mysore APMC Mandi,1360,1655,1506,2026-08-06
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1295,1541,1401,2026-08-07
Potato,Karnataka,Hubli,Hubli APMC Mandi,1340,1627,1509,2026-08-08
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1138,1376,1223,2026-08-09
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1107,1439,1278,2026-08-10
Potato,Karnataka,Mysore,Mysore APMC Mandi,1016,1251,1163,2026-08-11
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1320,1741,1475,2026-08-12
Potato,Karnataka,Hubli,Hubli APMC Mandi,1235,1594,1366,2026-08-13
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1269,1569,1418,2026-08-14
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1236,1470,1368,2026-08-15
Potato,Karnataka,Mysore,Mysore APMC Mandi,1403,1676,1496,2026-08-16
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1173,1486,1288,2026-08-17
Potato,Karnataka,Hubli,Hubli APMC Mandi,1247,1679,1418,2026-08-18
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1303,1663,1416,2026-08-19
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1275,1545,1387,2026-08-20
Potato,Karnataka,Mysore,Mysore APMC Mandi,1349,1624,1534,2026-08-21
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1138,1514,1302,2026-08-22
Potato,Karnataka,Hubli,Hubli APMC Mandi,1169,1500,1325,2026-08-23
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1312,1709,1498,2026-08-24
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1149,1444,1328,2026-08-25
Potato,Karnataka,Mysore,Mysore APMC Mandi,1177,1625,1359,2026-08-26
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1144,1398,1283,2026-08-27
Potato,Karnataka,Hubli,Hubli APMC Mandi,1338,1719,1457,2026-08-28
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1106,1390,1244,2026-08-01
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1009,1347,1183,2026-08-02
Potato,Karnataka,Mysore,Mysore APMC Mandi,1235,1606,1357,2026-08-03
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1248,1721,1457,2026-08-04
Potato,Karnataka,Hubli,Hubli APMC Mandi,1176,1455,1375,2026-08-05
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1237,1399,1321,2026-08-06
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1195,1558,1360,2026-08-07
Potato,Karnataka,Mysore,Mysore APMC Mandi,1280,1523,1423,2026-08-08
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1056,1315,1163,2026-08-09
Potato,Karnataka,Hubli,Hubli APMC Mandi,1357,1687,1431,2026-08-10
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1304,1585,1409,2026-08-11
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1389,1600,1496,2026-08-12
Potato,Karnataka,Mysore,Mysore APMC Mandi,1285,1621,1467,2026-08-13
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1311,1703,1443,2026-08-14
Potato,Karnataka,Hubli,Hubli APMC Mandi,1289,1662,1408,2026-08-15
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1308,1759,1499,2026-08-16
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1376,1643,1459,2026-08-17
Potato,Karnataka,Mysore,Mysore APMC Mandi,1051,1449,1224,2026-08-18
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1122,1436,1319,2026-08-19
Potato,Karnataka,Hubli,Hubli APMC Mandi,1219,1619,1415,2026-08-20
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1375,1660,1526,2026-08-21
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1226,1509,1435,2026-08-22
Potato,Karnataka,Mysore,Mysore APMC Mandi,1472,1687,1562,2026-08-23
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1221,1506,1399,2026-08-24
Potato,Karnataka,Hubli,Hubli APMC Mandi,1262,1597,1382,2026-08-25
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1115,1445,1264,2026-08-26
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1236,1690,1414,2026-08-27
Potato,Karnataka,Mysore,Mysore APMC Mandi,1415,1599,1520,2026-08-28
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1116,1357,1293,2026-08-01
Potato,Karnataka,Hubli,Hubli APMC Mandi,1278,1513,1391,2026-08-02
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1169,1607,1375,2026-08-03
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1272,1538,1389,2026-08-04
Potato,Karnataka,Mysore,Mysore APMC Mandi,1213,1612,1405,2026-08-05
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1275,1599,1488,2026-08-06
Potato,Karnataka,Hubli,Hubli APMC Mandi,1146,1424,1216,2026-08-07
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1209,1646,1378,2026-08-08
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1380,1747,1523,2026-08-09
Potato,Karnataka,Mysore,Mysore APMC Mandi,1030,1401,1179,2026-08-10
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1386,1768,1496,2026-08-11
Potato,Karnataka,Hubli,Hubli APMC Mandi,1131,1460,1263,2026-08-12
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1300,1561,1405,2026-08-13
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1226,1540,1392,2026-08-14
Potato,Karnataka,Mysore,Mysore APMC Mandi,1343,1640,1427,2026-08-15
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1196,1579,1318,2026-08-16
Potato,Karnataka,Hubli,Hubli APMC Mandi,1076,1318,1169,2026-08-17
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1384,1732,1462,2026-08-18
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1345,1753,1527,2026-08-19
Potato,Karnataka,Mysore,Mysore APMC Mandi,1137,1411,1234,2026-08-20
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1493,1857,1609,2026-08-21
Potato,Karnataka,Hubli,Hubli APMC Mandi,1261,1615,1355,2026-08-22
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1371,1659,1452,2026-08-23
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1040,1363,1212,2026-08-24
Potato,Karnataka,Mysore,Mysore APMC Mandi,1287,1609,1377,2026-08-25
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1410,1634,1500,2026-08-26
Potato,Karnataka,Hubli,Hubli APMC Mandi,1051,1225,1164,2026-08-27
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1219,1668,1395,2026-08-28
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1142,1464,1268,2026-08-01
Potato,Karnataka,Mysore,Mysore APMC Mandi,1311,1621,1441,2026-08-02
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1155,1503,1293,2026-08-03
Potato,Karnataka,Hubli,Hubli APMC Mandi,1321,1725,1455,2026-08-04
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1093,1434,1279,2026-08-05
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1234,1503,1381,2026-08-06
Potato,Karnataka,Mysore,Mysore APMC Mandi,1073,1408,1232,2026-08-07
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1378,1577,1460,2026-08-08
Potato,Karnataka,Hubli,Hubli APMC Mandi,1214,1541,1409,2026-08-09
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1185,1469,1249,2026-08-10
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1338,1671,1453,2026-08-11
Potato,Karnataka,Mysore,Mysore APMC Mandi,1057,1364,1218,2026-08-12
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1097,1381,1165,2026-08-13
Potato,Karnataka,Hubli,Hubli APMC Mandi,1370,1754,1522,2026-08-14
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1148,1493,1269,2026-08-15
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1161,1428,1277,2026-08-16
Potato,Karnataka,Mysore,Mysore APMC Mandi,1408,1677,1517,2026-08-17
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1378,1537,1461,2026-08-18
Potato,Karnataka,Hubli,Hubli APMC Mandi,1377,1731,1498,2026-08-19
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1201,1578,1388,2026-08-20
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1138,1470,1285,2026-08-21
Potato,Karnataka,Mysore,Mysore APMC Mandi,1067,1375,1222,2026-08-22
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1388,1799,1588,2026-08-23
Potato,Karnataka,Hubli,Hubli APMC Mandi,1172,1464,1269,2026-08-24
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1228,1641,1401,2026-08-25
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1297,1471,1392,2026-08-26
Potato,Karnataka,Mysore,Mysore APMC Mandi,1382,1694,1521,2026-08-27
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1229,1661,1433,2026-08-28
Potato,Karnataka,Hubli,Hubli APMC Mandi,1335,1578,1418,2026-08-01
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1222,1543,1319,2026-08-02
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1248,1535,1332,2026-08-03
Potato,Karnataka,Mysore,Mysore APMC Mandi,1156,1385,1303,2026-08-04
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1241,1698,1443,2026-08-05
Potato,Karnataka,Hubli,Hubli APMC Mandi,1225,1594,1389,2026-08-06
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1058,1326,1237,2026-08-07
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1379,1814,1522,2026-08-08
Potato,Karnataka,Mysore,Mysore APMC Mandi,1281,1585,1362,2026-08-09
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1373,1620,1452,2026-08-10
Potato,Karnataka,Hubli,Hubli APMC Mandi,1351,1796,1502,2026-08-11
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1312,1798,1501,2026-08-12
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1242,1577,1449,2026-08-13
Potato,Karnataka,Mysore,Mysore APMC Mandi,1432,1777,1533,2026-08-14
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1303,1636,1388,2026-08-15
Potato,Karnataka,Hubli,Hubli APMC Mandi,1372,1581,1450,2026-08-16
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1186,1513,1305,2026-08-17
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1221,1503,1398,2026-08-18
Potato,Karnataka,Mysore,Mysore APMC Mandi,1124,1412,1260,2026-08-19
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1424,1706,1581,2026-08-20
Potato,Karnataka,Hubli,Hubli APMC Mandi,1136,1525,1319,2026-08-21
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1305,1541,1414,2026-08-22
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1346,1505,1433,2026-08-23
Potato,Karnataka,Mysore,Mysore APMC Mandi,979,1224,1100,2026-08-24
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1183,1530,1382,2026-08-25
Potato,Karnataka,Hubli,Hubli APMC Mandi,1295,1676,1422,2026-08-26
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1144,1384,1297,2026-08-27
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1236,1476,1305,2026-08-28
Potato,Karnataka,Mysore,Mysore APMC Mandi,1224,1504,1307,2026-08-01
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1129,1446,1248,2026-08-02
Potato,Karnataka,Hubli,Hubli APMC Mandi,1141,1575,1318,2026-08-03
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1275,1643,1468,2026-08-04
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1256,1630,1394,2026-08-05
Potato,Karnataka,Mysore,Mysore APMC Mandi,1265,1595,1431,2026-08-06
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1132,1466,1262,2026-08-07
Potato,Karnataka,Hubli,Hubli APMC Mandi,1209,1446,1291,2026-08-08
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1296,1710,1467,2026-08-09
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1267,1448,1370,2026-08-10
Potato,Karnataka,Mysore,Mysore APMC Mandi,1340,1630,1431,2026-08-11
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1163,1460,1259,2026-08-12
Potato,Karnataka,Hubli,Hubli APMC Mandi,1476,2048,1723,2026-08-13
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1256,1470,1370,2026-08-14
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1194,1459,1301,2026-08-15
Potato,Karnataka,Mysore,Mysore APMC Mandi,1189,1353,1273,2026-08-16
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1317,1614,1477,2026-08-17
Potato,Karnataka,Hubli,Hubli APMC Mandi,1289,1684,1442,2026-08-18
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1401,1771,1645,2026-08-19
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1241,1585,1450,2026-08-20
Potato,Karnataka,Mysore,Mysore APMC Mandi,1274,1637,1392,2026-08-21
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1089,1308,1237,2026-08-22
Potato,Karnataka,Hubli,Hubli APMC Mandi,1345,1737,1490,2026-08-23
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1430,1803,1627,2026-08-24
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1336,1543,1413,2026-08-25
Potato,Karnataka,Mysore,Mysore APMC Mandi,1237,1521,1312,2026-08-26
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1312,1581,1480,2026-08-27
Potato,Karnataka,Hubli,Hubli APMC Mandi,1089,1334,1268,2026-08-28
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1283,1611,1429,2026-08-01
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1307,1642,1422,2026-08-02
Potato,Karnataka,Mysore,Mysore APMC Mandi,1158,1497,1297,2026-08-03
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1253,1432,1347,2026-08-04
Potato,Karnataka,Hubli,Hubli APMC Mandi,1242,1531,1332,2026-08-05
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1299,1645,1413,2026-08-06
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1101,1383,1186,2026-08-07
Potato,Karnataka,Mysore,Mysore APMC Mandi,1204,1653,1395,2026-08-08
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1150,1577,1320,2026-08-09
Potato,Karnataka,Hubli,Hubli APMC Mandi,1130,1536,1285,2026-08-10
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1156,1509,1277,2026-08-11
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1315,1553,1452,2026-08-12
Potato,Karnataka,Mysore,Mysore APMC Mandi,1115,1421,1293,2026-08-13
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1206,1458,1317,2026-08-14
Potato,Karnataka,Hubli,Hubli APMC Mandi,1127,1351,1188,2026-08-15
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1244,1487,1333,2026-08-16
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1327,1575,1433,2026-08-17
Potato,Karnataka,Mysore,Mysore APMC Mandi,1245,1455,1368,2026-08-18
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1256,1598,1381,2026-08-19
Potato,Karnataka,Hubli,Hubli APMC Mandi,1343,1630,1453,2026-08-20
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1355,1807,1576,2026-08-21
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1375,1690,1527,2026-08-22
Potato,Karnataka,Mysore,Mysore APMC Mandi,1287,1741,1486,2026-08-23
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1083,1457,1250,2026-08-24
Potato,Karnataka,Hubli,Hubli APMC Mandi,1209,1439,1318,2026-08-25
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1196,1641,1393,2026-08-26
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1302,1513,1402,2026-08-27
Potato,Karnataka,Mysore,Mysore APMC Mandi,1194,1397,1271,2026-08-28
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1177,1448,1288,2026-08-01
Potato,Karnataka,Hubli,Hubli APMC Mandi,1296,1579,1368,2026-08-02
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1214,1494,1318,2026-08-03
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1308,1716,1470,2026-08-04
Potato,Karnataka,Mysore,Mysore APMC Mandi,1191,1529,1282,2026-08-05
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1171,1313,1241,2026-08-06
Potato,Karnataka,Hubli,Hubli APMC Mandi,1272,1678,1426,2026-08-07
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1407,1704,1513,2026-08-08
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1158,1513,1314,2026-08-09
Potato,Karnataka,Mysore,Mysore APMC Mandi,1053,1220,1122,2026-08-10
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1163,1423,1348,2026-08-11
Potato,Karnataka,Hubli,Hubli APMC Mandi,1364,1725,1520,2026-08-12
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1216,1634,1414,2026-08-13
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1220,1513,1400,2026-08-14
Potato,Karnataka,Mysore,Mysore APMC Mandi,1145,1560,1348,2026-08-15
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1215,1497,1350,2026-08-16
Potato,Karnataka,Hubli,Hubli APMC Mandi,1225,1638,1366,2026-08-17
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1188,1388,1319,2026-08-18
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1194,1535,1334,2026-08-19
Potato,Karnataka,Mysore,Mysore APMC Mandi,1153,1429,1269,2026-08-20
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1160,1590,1353,2026-08-21
Potato,Karnataka,Hubli,Hubli APMC Mandi,1300,1643,1451,2026-08-22
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1401,1634,1549,2026-08-23
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1346,1669,1424,2026-08-24
Potato,Karnataka,Mysore,Mysore APMC Mandi,1283,1526,1359,2026-08-25
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1453,1678,1576,2026-08-26
Potato,Karnataka,Hubli,Hubli APMC Mandi,1232,1588,1357,2026-08-27
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1083,1446,1240,2026-08-28
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1436,1736,1532,2026-08-01
Potato,Karnataka,Mysore,Mysore APMC Mandi,1351,1616,1452,2026-08-02
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1243,1419,1325,2026-08-03
Potato,Karnataka,Hubli,Hubli APMC Mandi,1231,1539,1403,2026-08-04
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1169,1570,1347,2026-08-05
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1213,1634,1381,2026-08-06
Potato,Karnataka,Mysore,Mysore APMC Mandi,1235,1500,1344,2026-08-07
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1281,1673,1470,2026-08-08
Potato,Karnataka,Hubli,Hubli APMC Mandi,1261,1525,1386,2026-08-09
Potato,Karnataka,Shimoga,Shimoga APMC Mandi,1170,1547,1327,2026-08-10
Potato,Karnataka,Bangalore,Bangalore APMC Mandi,1390,1662,1479,2026-08-11
Potato,Karnataka,Mysore,Mysore APMC Mandi,1391,1575,1498,2026-08-12
Potato,Karnataka,Belgaum,Belgaum APMC Mandi,1295,1535,1432,2026-08-13
Tomato,Karnataka,Bangalore,Bangalore APMC Mandi,2053,2613,2401,2026-08-01
Tomato,Karnataka,Mysore,Mysore APMC Mandi,1974,2476,2235,2026-08-02
Tomato,Karnataka,Belgaum,Belgaum APMC Mandi,1701,2260,1996,2026-08-03
Tomato,Karnataka,Hubli,Hubli APMC Mandi,1702,2278,1972,2026-08-04
Tomato,Karnataka,Shimoga,Shimoga APMC Mandi,2083,2830,2414,2026-08-05
Tomato,Karnataka,Bangalore,Bangalore APMC Mandi,1809,2062,1925,2026-08-06
Tomato,Karnataka,Mysore,Mysore APMC Mandi,2045,2568,2248,2026-08-07
Tomato,Karnataka,Belgaum,Belgaum APMC Mandi,2039,2631,2218,2026-08-08
Tomato,Karnataka,Hubli,Hubli APMC Mandi,1955,2383,2123,2026-08-09
Tomato,Karnataka,Shimoga,Shimoga APMC Mandi,1992,2506,2130,2026-08-10
Tomato,Karnataka,Bangalore,Bangalore APMC Mandi,2155,2608,2368,2026-08-11
Tomato,Karnataka,Mysore,Mysore APMC Mandi,2144,2760,2347,2026-08-12
Tomato,Karnataka,Belgaum,Belgaum APMC Mandi,1975,2442,2233,2026-08-13
Tomato,Karnataka,Hubli,Hubli APMC Mandi,1955,2578,2189,2026-08-14
Tomato,Karnataka,Shimoga,Shimoga APMC Mandi,1638,2155,1902,2026-08-15
Tomato,Karnataka,Bangalore,Bangalore APMC Mandi,2148,2579,2313,2026-08-16
Tomato,Karnataka,Mysore,Mysore APMC Mandi,1987,2525,2174,2026-08-17
Tomato,Karnataka,Belgaum,Belgaum APMC Mandi,1931,2411,2236,2026-08-18
Tomato,Karnataka,Hubli,Hubli APMC Mandi,1889,2524,2109,2026-08-19
Tomato,Karnataka,Shimoga,Shimoga APMC Mandi,1939,2557,2198,2026-08-20
Tomato,Karnataka,Bangalore,Bangalore APMC Mandi,2126,2835,2471,2026-08-21
Tomato,Karnataka,Mysore,Mysore APMC Mandi,2162,2535,2306,2026-08-22
Tomato,Karnataka,Belgaum,Belgaum APMC Mandi,2279,2954,2539,2026-08-23
Tomato,Karnataka,Hubli,Hubli APMC Mandi,2005,2501,2286,2026-08-24
Tomato,Karnataka,Shimoga,Shimoga APMC Mandi,2311,2628,2501,2026-08-25
